num_planes,solution_index,cost,revisit_time,quality,f_phasing,plane_1_alt,plane_1_inc,plane_1_high_q,plane_1_med_q,plane_1_low_q,plane_2_alt,plane_2_inc,plane_2_high_q,plane_2_med_q,plane_2_low_q,plane_3_alt,plane_3_inc,plane_3_high_q,plane_3_med_q,plane_3_low_q,plane_4_alt,plane_4_inc,plane_4_high_q,plane_4_med_q,plane_4_low_q,plane_5_alt,plane_5_inc,plane_5_high_q,plane_5_med_q,plane_5_low_q,plane_6_alt,plane_6_inc,plane_6_high_q,plane_6_med_q,plane_6_low_q,plane_7_alt,plane_7_inc,plane_7_high_q,plane_7_med_q,plane_7_low_q,plane_8_alt,plane_8_inc,plane_8_high_q,plane_8_med_q,plane_8_low_q,plane_9_alt,plane_9_inc,plane_9_high_q,plane_9_med_q,plane_9_low_q,plane_10_alt,plane_10_inc,plane_10_high_q,plane_10_med_q,plane_10_low_q
1,14,203757910.20826602,0.26007235050201416,0.6564952731132507,1.004099889071861,798.4155181596484,85.20034124971077,16.445458431868964,8.288917156523233,0.0001148457746985021,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,15,222701202.85792914,0.26007235050201416,0.6565973162651062,1.5532547037960187,798.3973517742068,85.18300230408686,18.228294264321427,8.451129046778082,0.00018021333865490667,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,16,34909965.47467975,1.0463049411773682,0.6011813879013062,0.24367832551324808,762.7288583540477,89.30516866018641,0.08383666858633099,8.012266409034199,2.6248002446233723e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,17,6215651.888519935,1.783069133758545,0.60372394323349,1.6765652442545018,797.7998765246629,38.11764988019238,0.052761024354344044,1.1332966180063864,1.832007461127079e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,18,9270891.473658372,1.8056840896606445,0.6092826724052429,1.5232249827342557,797.1622325405642,29.840739402988504,0.0002584960146147376,2.0044215170452646,2.020449583612679e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,19,80793761.65053375,0.7110863327980042,0.6646894812583923,0.3253618981566495,798.0335923695369,83.33579314604269,6.460475460043721,3.1378674299170646,0.40657099140498376,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,20,74152644.16453275,0.6132704019546509,0.6381464600563049,0.2772672126251723,797.8260331117762,85.92833756290943,2.0753871800816652,12.5732391320727,0.009880096061802315,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,21,63153121.475084364,1.3034751415252686,0.6730379462242126,0.48475199783642675,799.8845776323012,26.029363216751,6.0591140052712396,0.0026462841997281217,0.023410966922768284,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,22,77305115.05535486,0.683594822883606,0.6425365805625916,1.425681304805895,797.6416126597085,88.69904947142838,3.356121534142239,10.15856112210874,0.0005191623860372452,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,23,113365335.28780821,1.0720288753509521,0.6742796301841736,1.6552381901524251,798.2389397918016,27.726831408191895,10.87638811106919,0.21386152316668627,0.00011507502350951808,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,24,107319646.35736516,0.4108518362045288,0.6531675457954407,1.6068368471104058,799.9439531287346,89.35969606878979,7.147834513540456,8.013163412615379,2.8075185190561445e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,25,13690265.992445428,1.4217591285705566,0.606386661529541,1.3823217351580226,798.2576250609892,88.84456132250132,0.0002584960146147376,3.075718598892427,0.0001788308802349843,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,26,133582206.45707351,0.3623621463775635,0.6595714688301086,1.3824116126376729,797.470360714956,85.15344770750868,10.175401883300449,6.846649444014144,0.027037546248754457,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,27,9411710.932840183,1.7424989938735962,0.6086711287498474,1.5558251209501461,798.4152274949109,35.09388368051053,2.9229851652181477e-05,2.03905939698402,0.00018794471075283848,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,28,11281478.402431749,1.9159210920333862,0.6287749409675598,2.7212487434490122,799.9563419891273,29.75841902989361,1.0030702695792648,6.120501306883241e-07,3.62228225473663e-06,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,29,57481308.061320685,0.7955430746078491,0.6473000645637512,2.7119806756398246,798.2959400548262,85.36772138137562,3.092733545198722,6.006750859244264,0.0018980184846393122,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,30,39234654.473800525,1.1111106872558594,0.6201086044311523,1.121927171166038,798.8284386793813,87.02547176765245,1.0308773839645973,6.706818812751402,0.0016346358476581058,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,31,69270812.38276634,0.6954182386398315,0.601983904838562,0.964187463072088,799.9913780699538,86.81657793885374,0.007160419589852474,16.532635903116308,0.00019031071973122277,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,32,176980966.02751535,0.896571159362793,0.6731224656105042,1.6559040670839018,799.3977667364252,29.74987047407719,17.156374660826117,0.031052704877447712,2.1513824636909995e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,33,36616156.12404045,1.2521471977233887,0.6580712199211121,1.6545351596589022,799.9244092502712,88.39155265127006,3.310343571659206,0.03644837569688231,0.9901838482477077,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,34,66809371.07492073,0.7674007415771484,0.662679135799408,0.3253618981566495,798.0335923695369,83.33579314604269,5.064107847050997,3.224812550118123,0.38704120865209607,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,35,198600265.47941384,0.37882477045059204,0.6630820631980896,1.5532547037960187,798.2818515871417,85.20034124971077,17.067624222705565,5.0133008556798595,1.2756459141950864,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,36,181126277.07189903,0.5444542169570923,0.6685671210289001,1.3781430930805592,797.6416126597085,85.36284224497783,17.082967040931205,1.2155844723290565,0.007470292901167949,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,37,18189479.46456411,1.547926902770996,0.6211221218109131,0.3611507495235562,798.7093049523056,87.75498762580416,1.0030689326550517,1.6744489557747304,0.0005941692123026844,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,38,27822948.895819336,1.3448359966278076,0.6245611906051636,2.4174813759652354,796.0145233271711,89.89200874758056,1.0030689326550517,4.01004785258,2.899626616382037e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,39,114564878.12035392,0.43760231137275696,0.658609926700592,0.967503921178125,797.0888613223983,85.66287020968848,8.254923297957308,6.846649444014144,0.4577324901504321,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,40,55272028.35808922,0.8277687430381775,0.6401752829551697,1.1609401603099587,798.4142588062637,87.99308386463797,2.0715059046869966,8.00867788705895,0.0021268070511912592,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,41,12448771.46861504,1.6182128190994263,0.623206377029419,1.9443414356900248,799.9212994953367,86.79134770488047,1.1154149065499528,0.0004843377665576659,0.008884376252242199,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,42,130625674.26853547,0.14425469934940338,0.6497878432273865,0.504932695330681,799.2059747321937,88.70409636153289,6.028131710233433,16.445391817635933,5.3542512613005385e-05,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
