f_phasing,altitude_plane_1_km,inclination_plane_1_deg,high_q_plane_1,med_q_plane_1,low_q_plane_1,altitude_plane_2_km,inclination_plane_2_deg,high_q_plane_2,med_q_plane_2,low_q_plane_2,altitude_plane_3_km,inclination_plane_3_deg,high_q_plane_3,med_q_plane_3,low_q_plane_3,altitude_plane_4_km,inclination_plane_4_deg,high_q_plane_4,med_q_plane_4,low_q_plane_4,altitude_plane_5_km,inclination_plane_5_deg,high_q_plane_5,med_q_plane_5,low_q_plane_5,altitude_plane_6_km,inclination_plane_6_deg,high_q_plane_6,med_q_plane_6,low_q_plane_6,altitude_plane_7_km,inclination_plane_7_deg,high_q_plane_7,med_q_plane_7,low_q_plane_7,altitude_plane_8_km,inclination_plane_8_deg,high_q_plane_8,med_q_plane_8,low_q_plane_8,altitude_plane_9_km,inclination_plane_9_deg,high_q_plane_9,med_q_plane_9,low_q_plane_9,altitude_plane_10_km,inclination_plane_10_deg,high_q_plane_10,med_q_plane_10,low_q_plane_10,total_system_cost_usd,mean_revisit_time_hr,mean_achieved_quality
2,580.16,79.89,7,2,6,387.54,59.39,1,2,5,385.35,59.02,3,3,1,557.05,43.36,6,8,6,532.57,68.9,1,1,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,281500000.0,2.9138,0.3818
1,517.13,50.2,8,2,10,643.58,42.5,1,1,1,500.39,27.19,1,4,4,354.56,32.57,4,4,7,627.54,39.01,3,3,2,338.33,61.15,6,2,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,342050000.0,2.9002,0.412
0,780.4,78.13,3,4,5,368.93,26.51,3,2,3,389.03,59.18,0,0,2,563.73,42.62,3,3,4,565.96,50.66,3,7,6,621.56,77.85,2,10,8,728.49,60.88,3,1,5,757.51,69.59,6,0,4,652.41,31.25,6,2,9,-1.0,-1.0,-1,-1,-1,488175000.0,1.2698,0.2892
2,558.74,60.93,2,1,2,699.48,69.48,5,0,8,358.43,47.61,4,7,5,426.58,31.91,6,8,6,550.86,25.63,1,8,8,766.7,37.67,3,4,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,383450000.0,1.9458,0.3212
0,715.88,53.25,1,4,3,631.71,50.8,1,9,10,463.74,56.06,12,2,4,705.5,30.51,8,7,5,573.32,63.91,0,10,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,405550000.0,1.8333,0.3145
0,745.15,31.44,0,0,2,514.19,89.73,3,6,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,72550000.0,9.9073,0.3548
0,650.04,65.4,1,0,3,565.03,53.19,1,2,7,380.21,32.49,0,1,2,510.26,87.45,0,0,3,458.76,97.28,2,5,4,599.87,51.92,7,6,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,210800000.0,3.5105,0.3439
2,597.8,78.66,1,4,2,377.21,92.37,4,0,4,624.88,57.68,3,0,6,634.79,56.1,5,3,12,592.76,80.38,2,4,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,245625000.0,3.0331,0.3303
1,464.68,39.17,3,0,2,459.26,96.87,7,6,3,525.05,35.24,3,4,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,188450000.0,4.9292,0.4187
3,681.65,87.67,0,2,1,531.72,69.15,0,0,2,727.71,56.21,1,0,2,403.33,76.94,12,1,7,662.48,36.66,4,0,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,217625000.0,3.6933,0.3691
3,315.74,35.05,6,2,8,583.2,91.11,0,2,2,726.97,82.24,1,2,2,759.91,93.36,1,3,12,775.18,75.95,7,9,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,268300000.0,2.0539,0.2785
1,629.25,60.94,8,3,3,622.92,93.85,7,3,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,195550000.0,2.3537,0.3257
0,783.0,78.78,12,4,2,424.41,74.19,1,0,12,694.43,74.59,0,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,174550000.0,2.219,0.2631
3,771.97,28.74,2,5,9,366.64,80.99,5,3,4,622.87,74.64,1,0,13,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,155300000.0,5.6054,0.3219
0,365.19,72.83,5,0,11,315.86,65.25,2,0,3,545.6,89.93,11,8,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,240750000.0,4.2036,0.4149
3,435.95,60.84,4,0,4,452.06,58.84,4,5,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,122775000.0,5.2639,0.442
3,751.11,54.11,3,1,7,677.35,62.68,7,5,3,638.09,83.39,4,2,6,677.61,74.19,3,13,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,291875000.0,1.5745,0.2901
0,793.92,39.66,5,4,9,412.11,73.27,1,1,12,660.02,30.52,3,3,5,641.35,37.07,2,0,2,640.56,50.44,5,8,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,276500000.0,1.5631,0.2776
1,624.49,36.37,4,4,4,679.11,44.26,3,1,1,754.33,38.89,0,0,2,666.36,86.2,1,1,4,310.43,97.18,1,1,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,145925000.0,3.2337,0.3125
0,787.15,59.62,8,2,3,568.42,63.63,5,2,3,370.22,94.49,7,9,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,272575000.0,1.8344,0.3139
3,756.13,57.82,2,2,4,448.58,80.67,6,0,2,615.85,86.39,2,2,2,415.38,69.66,2,4,5,489.61,97.01,0,4,4,331.4,72.61,8,0,7,345.28,41.89,7,2,8,493.25,65.85,4,1,2,650.47,36.84,5,5,3,-1.0,-1.0,-1,-1,-1,508850000.0,1.8357,0.3834
0,464.72,50.73,1,1,4,599.93,40.77,4,1,3,352.04,58.2,7,8,4,432.08,65.39,10,2,4,394.42,81.91,0,11,4,663.6,58.51,2,0,2,379.28,75.89,8,3,4,710.9,37.25,3,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,507850000.0,2.0192,0.4166
3,403.61,60.86,1,6,7,627.31,41.73,2,5,5,377.29,50.66,0,5,5,567.41,94.42,2,8,6,500.64,26.33,2,0,4,751.26,53.14,0,3,15,700.06,72.91,10,0,7,530.48,46.23,0,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,364675000.0,1.815,0.3188
1,753.71,42.99,4,4,3,768.14,95.41,0,0,3,556.56,89.39,0,0,2,464.56,67.15,1,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,83250000.0,3.5017,0.2714
1,309.42,72.84,0,0,3,706.31,47.34,9,3,6,400.51,93.46,3,1,7,729.18,73.44,1,1,2,417.18,60.02,9,6,3,613.0,72.37,4,5,6,734.35,55.69,3,3,9,705.76,92.94,3,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,470950000.0,1.4595,0.3345
0,522.41,44.98,3,5,7,746.87,69.62,14,2,4,774.51,88.95,5,1,6,313.37,61.81,5,3,1,792.49,40.69,3,4,6,303.53,38.97,5,4,10,324.52,30.16,3,6,5,599.83,86.17,6,4,6,355.14,55.61,7,2,7,365.07,67.48,0,1,2,738450000.0,1.0262,0.3219
1,345.65,34.9,4,4,2,409.81,82.83,4,3,10,372.46,85.13,3,7,6,597.02,58.76,3,0,4,719.83,76.18,3,4,2,325.21,29.87,2,0,8,464.01,65.73,4,3,5,637.85,97.08,0,1,2,796.03,30.72,3,7,4,-1.0,-1.0,-1,-1,-1,452775000.0,1.9792,0.3559
2,727.01,92.78,1,2,7,377.11,54.18,7,7,5,496.88,92.55,2,6,8,752.87,76.26,3,1,2,509.75,76.05,1,0,1,412.05,67.4,0,2,3,567.52,40.97,2,5,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,305375000.0,2.9854,0.3442
2,302.71,61.28,4,1,7,391.8,71.78,1,12,7,494.94,85.72,2,9,5,683.87,94.82,2,3,4,321.28,83.83,5,8,4,526.12,52.86,1,1,2,504.63,52.2,6,4,8,692.57,43.1,2,10,5,772.85,26.95,5,1,3,455.53,68.54,5,1,2,617350000.0,1.663,0.3745
3,742.4,94.64,9,4,5,608.94,56.82,3,3,6,624.65,74.92,1,2,2,429.93,91.73,7,3,4,689.34,30.06,0,2,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,292200000.0,2.2402,0.3108
1,405.32,75.13,0,9,5,707.34,64.0,2,7,8,463.21,63.25,3,1,3,797.77,53.28,3,1,7,410.14,43.59,5,4,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,270500000.0,2.3173,0.3188
3,579.92,50.72,2,4,10,468.1,60.58,2,7,4,697.24,25.25,2,3,2,557.45,54.97,1,1,1,343.45,63.05,5,1,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,224650000.0,3.3383,0.4005
2,546.1,58.6,4,8,7,678.76,45.95,3,3,8,767.79,70.85,2,9,9,787.26,40.29,2,4,9,451.99,26.22,6,2,2,536.11,93.71,5,7,2,416.85,94.54,2,0,1,449.72,40.1,4,4,5,496.11,34.12,0,1,2,424.16,78.76,0,2,2,524850000.0,1.3149,0.3144
2,614.38,68.1,7,1,4,549.48,44.53,4,7,2,711.34,94.23,3,9,6,611.38,84.6,2,1,4,760.57,64.86,2,0,4,558.81,96.72,1,1,2,536.4,78.57,6,1,7,593.23,67.08,8,1,9,314.79,44.93,3,2,2,-1.0,-1.0,-1,-1,-1,525875000.0,1.3596,0.3288
3,573.56,60.73,2,4,3,790.1,39.34,1,4,3,712.88,76.93,3,2,1,701.39,64.04,1,0,1,531.02,85.92,1,4,6,447.34,31.16,1,0,2,697.83,65.45,1,0,2,769.22,87.05,6,2,8,716.93,32.92,8,6,6,-1.0,-1.0,-1,-1,-1,386350000.0,1.3142,0.2829
3,656.86,61.09,3,5,3,489.32,84.54,4,4,3,503.2,74.11,0,2,1,771.2,30.08,1,1,3,761.12,25.02,3,1,10,414.54,85.8,0,6,7,552.12,74.68,0,0,2,673.22,87.92,3,3,3,563.97,62.5,0,0,3,-1.0,-1.0,-1,-1,-1,288500000.0,2.3042,0.3075
2,538.16,67.15,1,2,5,512.24,45.51,1,0,2,750.48,93.19,0,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,42700000.0,13.0208,0.3582
0,436.99,73.32,0,0,2,457.06,39.85,1,0,4,475.03,68.58,12,7,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,172975000.0,4.1261,0.4279
3,703.38,54.74,4,8,4,302.12,25.17,5,6,4,433.71,97.54,2,4,7,487.58,70.71,1,2,3,767.14,58.55,7,4,7,407.88,72.5,12,5,2,573.39,48.48,0,3,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,504000000.0,1.5515,0.324
0,617.4,66.8,5,1,6,741.87,26.49,5,8,3,520.14,62.5,0,8,8,764.28,37.19,1,3,2,548.86,70.32,1,2,8,544.96,71.87,1,2,4,395.89,46.43,0,2,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,291650000.0,2.0065,0.3019
0,674.14,91.61,2,0,3,746.47,78.17,1,0,7,559.12,65.12,0,1,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,53475000.0,8.9986,0.2858
3,631.29,55.81,3,8,4,680.34,29.48,3,2,3,410.95,85.82,4,2,7,641.43,38.79,1,0,1,427.85,80.6,1,0,2,441.8,67.51,3,3,6,343.58,40.56,1,4,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,288875000.0,3.23,0.3629
0,799.74,68.04,1,5,3,591.17,38.14,0,8,7,656.86,49.06,13,0,5,449.74,57.59,5,0,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,285575000.0,2.069,0.3061
1,540.78,32.81,0,11,9,710.1,50.03,1,1,2,493.03,64.5,0,4,2,485.31,83.63,1,1,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,115425000.0,5.9276,0.3302
2,483.13,86.54,3,4,7,587.38,91.54,3,6,1,508.37,96.72,7,3,7,398.9,80.82,0,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,213225000.0,4.5332,0.3726
0,510.32,27.6,1,1,6,522.83,46.7,0,1,3,556.28,60.65,6,6,2,357.26,79.32,0,1,2,637.53,90.66,6,5,6,526.88,58.24,2,2,3,352.7,86.84,1,2,3,383.71,64.18,0,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,280100000.0,2.4115,0.3521
1,339.07,62.35,2,2,8,407.89,84.2,2,3,5,758.6,78.45,5,5,1,356.63,64.4,3,6,9,703.8,54.54,3,1,7,627.57,91.94,2,4,4,478.47,77.72,7,1,6,655.93,79.79,3,3,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,443425000.0,1.7824,0.3454
2,306.36,28.46,3,5,2,330.9,63.88,4,5,8,502.82,81.72,0,1,11,621.98,58.1,1,9,9,415.44,72.03,3,0,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,247950000.0,4.2186,0.4008
3,656.95,28.99,7,4,6,534.09,36.02,5,2,7,370.99,94.38,6,9,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,272725000.0,3.1737,0.3821
0,768.92,73.89,9,5,5,755.89,73.43,2,4,2,720.63,36.28,5,2,8,597.54,66.3,2,3,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,271700000.0,1.4714,0.2665
2,491.19,60.83,5,2,4,645.61,47.79,4,0,5,762.03,66.85,2,3,11,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,164375000.0,3.0945,0.3176
2,533.38,44.44,9,3,2,645.91,80.91,5,7,7,669.71,91.69,0,1,2,352.32,73.54,0,0,2,471.59,44.69,2,2,3,455.63,89.62,0,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,245525000.0,2.7887,0.3385
1,451.17,77.07,1,1,1,580.99,42.61,0,0,2,755.92,73.99,2,8,7,735.35,50.02,4,9,4,369.95,53.09,5,4,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,238550000.0,2.6639,0.2812
3,444.33,76.21,3,3,4,601.47,39.73,1,4,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,82275000.0,7.7356,0.3509
2,729.05,67.96,9,2,7,790.67,48.4,1,4,5,631.62,43.62,0,1,4,383.34,62.26,7,4,2,707.26,31.71,4,5,2,768.56,35.15,3,4,13,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,379650000.0,1.287,0.2978
1,687.61,68.68,7,8,4,471.22,55.53,2,7,3,448.85,73.09,5,6,2,716.55,79.83,0,3,4,696.81,85.3,2,0,1,705.96,64.87,1,0,1,487.85,74.4,2,1,3,620.74,85.1,1,1,2,785.43,36.34,2,8,5,680.14,53.73,5,2,7,474850000.0,1.2289,0.3001
2,733.4,87.97,6,1,2,568.71,27.65,4,7,5,679.92,63.98,2,3,3,454.48,61.1,3,2,1,585.71,95.13,6,12,2,507.28,72.25,1,1,6,553.14,31.93,5,1,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,425325000.0,1.6901,0.3267
2,395.11,42.69,0,8,10,383.58,32.44,1,0,2,509.15,52.54,10,7,3,563.6,72.8,6,4,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,283625000.0,3.6734,0.3869
2,570.68,76.36,3,3,14,654.41,34.6,3,1,7,535.57,90.32,2,0,2,753.32,67.33,3,1,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,179875000.0,3.0787,0.2992
0,542.49,33.35,1,3,2,553.8,83.3,2,4,7,477.84,78.63,4,4,3,437.01,66.89,3,3,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,185050000.0,4.7991,0.3907
3,334.11,95.66,3,1,5,414.09,93.51,0,0,3,505.32,56.42,1,0,2,631.39,56.57,1,0,1,657.1,64.04,5,2,3,482.93,67.59,4,2,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,187375000.0,3.2702,0.3534
0,536.06,68.16,1,5,3,489.33,90.75,2,7,8,329.5,26.55,0,1,14,669.38,70.46,3,7,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,185850000.0,3.7245,0.3242
3,562.75,47.23,2,3,2,380.26,74.49,5,2,7,308.48,41.07,5,5,7,760.6,34.13,5,1,5,457.84,72.15,3,0,8,570.29,40.49,2,2,2,629.93,89.38,3,3,4,387.71,67.0,2,5,6,458.38,69.91,0,1,2,455.22,27.6,1,4,15,484150000.0,2.0779,0.3688
3,633.67,30.98,5,1,8,345.03,96.22,1,2,5,731.04,58.04,2,1,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,120200000.0,5.5266,0.3096
1,453.83,75.46,11,1,4,383.35,86.54,4,8,8,461.61,39.59,11,1,8,673.48,55.62,0,5,13,446.1,35.94,4,3,11,570.43,51.88,2,4,1,318.07,75.2,9,0,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,585400000.0,2.1084,0.4392
0,727.81,59.37,0,0,2,633.19,91.04,3,1,4,466.33,27.8,0,1,2,613.5,56.64,4,2,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,102200000.0,4.5809,0.3148
0,357.6,44.54,5,12,3,649.4,86.03,5,6,5,726.37,31.41,6,5,7,387.18,34.77,2,8,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,348025000.0,2.4117,0.342
2,789.72,29.4,1,1,3,686.93,50.61,1,3,6,684.48,61.81,8,3,8,505.33,64.29,5,5,4,358.3,63.83,3,8,3,561.83,77.33,5,2,4,465.86,45.6,10,0,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,483250000.0,1.4564,0.3499
0,564.83,27.95,6,4,7,754.74,87.6,0,4,2,363.74,77.87,3,3,2,779.33,97.03,13,2,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,300825000.0,1.9929,0.2884
0,350.95,59.96,5,4,6,644.57,45.86,2,1,3,704.73,36.98,5,2,2,474.98,45.28,0,3,4,316.97,93.25,6,1,2,587.87,53.88,8,8,4,718.25,47.43,1,7,5,350.38,63.35,5,0,14,600.94,78.27,3,0,8,489.13,87.78,4,3,4,599975000.0,1.5265,0.3739
3,397.5,84.93,5,7,7,777.22,76.18,2,3,6,331.34,79.25,2,5,9,470.59,88.1,2,0,4,414.31,56.17,6,5,6,680.77,30.91,1,4,3,360.1,90.43,0,5,7,771.95,44.56,0,0,2,464.67,48.25,7,8,5,-1.0,-1.0,-1,-1,-1,484825000.0,2.6365,0.3844
2,419.61,69.4,9,6,3,512.31,82.48,1,7,8,750.84,63.34,3,3,3,729.29,27.06,0,0,4,488.61,87.29,4,3,11,539.19,59.24,5,6,9,724.27,49.67,5,2,10,564.69,54.63,3,0,2,602.03,87.41,8,0,1,714.38,94.3,6,9,4,684750000.0,1.0727,0.3296
1,644.87,78.79,2,1,8,701.89,92.43,0,3,7,371.6,50.56,2,1,7,791.91,61.59,2,0,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,120875000.0,4.5786,0.2843
0,691.12,86.64,0,7,8,512.74,46.46,0,0,2,776.8,88.09,7,6,1,650.19,71.29,1,0,2,395.03,95.69,1,1,1,353.08,91.29,14,1,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,322425000.0,2.3796,0.2893
2,436.23,87.96,7,1,6,355.37,79.98,8,10,1,528.51,91.87,1,0,4,470.84,85.63,3,12,2,429.94,65.73,2,0,7,330.71,81.56,2,6,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,395675000.0,3.5794,0.4773
