f_phasing,altitude_plane_1_km,inclination_plane_1_deg,high_q_plane_1,med_q_plane_1,low_q_plane_1,altitude_plane_2_km,inclination_plane_2_deg,high_q_plane_2,med_q_plane_2,low_q_plane_2,altitude_plane_3_km,inclination_plane_3_deg,high_q_plane_3,med_q_plane_3,low_q_plane_3,altitude_plane_4_km,inclination_plane_4_deg,high_q_plane_4,med_q_plane_4,low_q_plane_4,altitude_plane_5_km,inclination_plane_5_deg,high_q_plane_5,med_q_plane_5,low_q_plane_5,altitude_plane_6_km,inclination_plane_6_deg,high_q_plane_6,med_q_plane_6,low_q_plane_6,altitude_plane_7_km,inclination_plane_7_deg,high_q_plane_7,med_q_plane_7,low_q_plane_7,altitude_plane_8_km,inclination_plane_8_deg,high_q_plane_8,med_q_plane_8,low_q_plane_8,altitude_plane_9_km,inclination_plane_9_deg,high_q_plane_9,med_q_plane_9,low_q_plane_9,altitude_plane_10_km,inclination_plane_10_deg,high_q_plane_10,med_q_plane_10,low_q_plane_10,total_system_cost_usd,mean_revisit_time_hr,mean_achieved_quality
1,523.89,70.55,5,2,8,743.6,38.97,4,8,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,153650000.0,2.6873,0.2915
1,368.72,51.01,7,8,2,301.14,77.48,4,9,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,193725000.0,8.5085,0.5843
2,518.09,44.4,3,1,3,575.52,51.66,5,1,5,445.87,38.85,5,1,2,482.02,97.09,4,3,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,219150000.0,4.2702,0.3975
1,354.59,41.95,1,0,2,713.93,75.88,4,2,2,684.39,42.16,1,2,4,628.36,93.66,1,1,1,501.36,26.13,1,8,3,733.62,34.06,6,9,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,260600000.0,2.0239,0.285
0,743.33,87.5,3,5,10,459.32,96.15,0,0,2,590.69,68.25,1,0,3,718.87,81.62,3,5,4,778.3,41.7,7,3,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,237425000.0,1.8212,0.2633
0,468.29,41.92,4,5,10,788.44,88.54,0,0,5,735.47,86.22,3,3,12,417.71,36.68,2,4,10,329.77,52.16,1,2,3,340.36,57.08,2,1,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,249975000.0,3.4307,0.3602
1,742.64,83.41,0,1,3,442.41,86.0,0,1,1,397.6,85.99,0,1,12,711.03,47.68,2,0,4,519.92,47.35,4,2,10,406.76,78.54,0,0,4,763.9,59.3,1,3,4,340.41,52.21,6,2,5,638.22,51.24,4,2,2,-1.0,-1.0,-1,-1,-1,293500000.0,3.1418,0.3189
1,678.13,82.7,2,2,5,564.67,89.65,2,3,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,74025000.0,7.9788,0.3076
3,717.82,29.89,0,9,10,468.01,97.94,0,2,2,460.29,92.72,8,1,1,306.08,51.8,2,9,9,600.19,62.17,7,2,5,791.25,38.08,1,1,2,445.08,72.65,0,4,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,346500000.0,2.4531,0.346
2,733.34,86.98,1,1,3,606.48,35.74,7,7,2,571.23,64.33,4,4,4,738.02,44.47,6,4,1,486.53,67.14,6,0,7,645.17,59.97,0,0,2,737.32,36.21,1,3,9,424.56,71.75,0,0,2,317.48,72.27,1,2,1,-1.0,-1.0,-1,-1,-1,401175000.0,1.3745,0.3178
2,603.26,74.25,0,0,4,756.12,49.04,2,15,2,314.05,41.8,4,3,8,680.6,37.46,4,0,5,461.53,67.11,5,0,7,623.31,56.52,0,2,15,427.0,34.51,2,0,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,321850000.0,2.1941,0.3192
3,507.67,85.15,0,7,6,497.69,51.51,2,2,3,595.17,93.73,5,5,7,520.95,74.53,0,4,4,431.6,57.77,6,5,7,578.96,34.37,5,3,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,347550000.0,2.7084,0.357
2,361.08,77.62,1,0,2,594.46,78.57,0,1,2,326.55,40.66,2,4,14,585.95,86.65,6,5,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,170700000.0,5.4341,0.3797
0,632.36,36.27,0,5,4,560.45,62.62,7,10,2,671.56,52.05,3,6,5,452.05,92.74,6,7,7,398.02,41.63,0,1,2,779.33,72.97,4,7,5,752.29,69.8,1,4,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,428300000.0,1.2981,0.3079
3,619.86,92.74,0,8,5,587.04,85.19,1,0,2,419.55,56.57,4,7,4,742.48,95.32,1,4,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,160025000.0,5.1409,0.3315
1,441.41,62.95,1,0,3,767.44,64.78,5,2,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,80600000.0,3.4149,0.2761
1,391.13,39.76,1,14,3,348.33,95.35,3,5,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,133325000.0,8.053,0.5007
0,505.31,81.99,2,15,3,478.29,57.79,4,4,3,617.06,46.04,2,1,3,754.88,47.13,5,2,7,303.36,71.63,4,4,4,480.47,26.59,1,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,325850000.0,2.461,0.3473
0,612.64,80.19,7,4,8,751.53,97.07,3,5,7,301.53,43.25,8,5,5,402.37,50.08,0,2,13,735.97,60.63,3,1,1,798.16,46.81,2,4,6,391.58,52.2,6,1,12,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,468600000.0,1.7852,0.3141
3,698.52,87.34,2,5,4,358.17,91.95,3,3,5,323.68,68.84,1,3,6,379.55,90.41,5,4,4,742.79,79.4,3,9,3,661.82,53.29,11,0,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,403300000.0,1.9753,0.3141
1,575.1,50.89,1,1,2,721.66,33.19,4,5,6,762.08,86.01,0,5,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,118325000.0,4.0544,0.263
0,310.12,41.88,4,7,6,664.01,85.68,14,2,3,787.59,50.21,4,0,3,390.22,90.71,1,1,1,438.77,66.24,3,2,2,642.8,93.31,6,2,6,532.42,34.24,2,3,4,418.42,47.04,6,10,3,587.43,57.01,6,5,4,558.48,63.31,2,4,2,693200000.0,1.1933,0.3447
0,628.16,95.25,2,2,2,597.54,54.48,2,4,6,624.97,75.68,5,2,9,493.46,63.02,2,4,6,719.35,91.83,0,3,3,520.75,63.38,1,2,4,309.56,60.94,7,0,5,515.87,96.08,3,1,4,759.41,74.22,1,0,3,-1.0,-1.0,-1,-1,-1,375100000.0,2.0505,0.3738
2,539.22,97.5,2,5,7,650.61,66.13,0,0,2,534.88,57.52,3,1,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,93050000.0,6.4397,0.3581
2,329.88,97.09,4,4,4,603.37,93.1,1,6,10,758.18,26.62,8,1,3,556.03,43.43,3,0,3,333.06,64.63,3,3,7,343.32,48.75,7,5,8,664.83,50.77,5,5,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,477200000.0,2.2151,0.3584
0,517.37,32.48,6,4,2,586.85,56.81,4,2,9,331.85,44.21,5,7,5,452.83,88.96,0,2,4,711.82,34.57,0,0,2,355.15,50.51,0,1,2,569.69,90.85,1,1,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,274425000.0,4.0531,0.3904
2,385.25,58.93,1,0,1,333.85,44.08,2,10,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,85950000.0,9.2797,0.5509
1,622.36,57.76,1,1,3,596.54,52.55,6,4,6,653.87,80.94,0,1,3,563.53,39.27,1,0,2,604.54,60.87,5,2,1,750.19,27.11,0,0,3,347.98,27.62,1,0,1,560.28,55.69,3,1,1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,242375000.0,2.8464,0.3373
2,309.31,35.61,0,0,2,750.34,53.13,1,10,7,618.64,40.91,0,7,13,618.03,76.07,10,1,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,233500000.0,2.5232,0.2936
0,740.88,37.44,6,5,5,754.71,79.57,2,9,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,155250000.0,2.2071,0.2616
3,335.68,85.59,2,4,5,589.45,63.36,7,2,4,757.0,92.72,0,4,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,155200000.0,3.4475,0.3447
2,761.42,95.8,4,2,4,721.94,48.53,8,2,6,310.23,69.26,7,5,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,252025000.0,2.7051,0.3113
0,375.69,53.99,3,5,2,652.87,97.03,0,1,2,465.05,60.62,8,6,4,650.23,25.48,9,0,11,660.74,32.17,3,7,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,351325000.0,2.3422,0.3673
0,485.72,95.08,2,1,1,589.24,65.4,0,0,2,779.09,94.67,0,14,4,321.85,88.73,5,3,5,733.27,75.79,12,0,5,725.77,39.3,0,2,1,762.09,41.45,3,2,2,448.12,95.46,2,0,4,557.44,37.91,2,3,1,-1.0,-1.0,-1,-1,-1,408375000.0,1.3773,0.2908
3,313.21,49.89,12,4,4,637.01,29.93,4,0,5,604.41,52.28,0,1,5,416.89,75.87,6,5,4,557.15,62.71,16,0,2,324.93,69.29,3,1,1,385.62,41.86,6,6,8,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,596825000.0,1.7872,0.4256
0,313.93,93.48,2,0,2,744.47,73.19,6,0,8,731.12,97.01,6,4,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,184800000.0,2.6563,0.2784
2,670.55,73.4,9,2,1,462.64,44.32,1,7,5,532.9,70.97,5,1,5,505.23,88.3,3,2,3,402.94,40.87,3,1,2,603.69,35.74,3,3,3,383.94,93.5,9,4,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,454850000.0,1.8956,0.369
3,423.55,92.47,2,0,4,318.55,50.53,5,1,7,447.14,36.67,2,4,5,383.47,65.02,2,6,2,502.55,47.74,2,10,8,591.52,45.11,3,1,5,364.12,41.75,0,6,5,533.5,92.99,6,7,5,659.67,26.96,1,2,2,-1.0,-1.0,-1,-1,-1,455025000.0,2.6172,0.4053
1,776.45,72.42,3,0,2,508.81,76.54,3,6,10,511.4,63.57,4,8,2,454.61,74.33,5,2,3,545.49,37.5,2,5,3,591.63,29.97,6,2,9,389.19,60.15,1,3,6,489.36,75.28,0,1,3,651.5,69.41,2,8,9,-1.0,-1.0,-1,-1,-1,483725000.0,1.5322,0.3445
3,317.49,61.23,0,6,13,779.37,92.53,4,3,4,520.1,34.04,1,0,4,519.67,31.26,3,2,4,672.32,91.36,1,2,2,696.55,81.51,8,4,8,621.89,56.62,2,5,4,316.29,68.93,1,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,359300000.0,1.891,0.3092
3,743.3,26.89,5,2,5,333.53,95.7,5,2,8,682.35,47.85,5,4,3,377.34,60.25,4,4,8,415.6,92.62,5,1,3,562.79,96.05,2,1,4,636.65,35.72,0,0,7,533.1,66.64,0,2,6,541.58,85.39,0,11,9,-1.0,-1.0,-1,-1,-1,460025000.0,2.0522,0.3586
3,590.74,78.87,1,0,4,331.91,33.52,1,11,6,769.44,68.24,0,6,8,443.94,79.3,2,6,1,544.66,79.83,0,10,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,214325000.0,3.7095,0.314
2,414.24,27.31,3,5,4,687.33,60.23,1,1,3,623.96,92.72,2,4,3,762.22,27.33,1,0,4,592.48,79.58,4,1,8,556.22,56.86,2,2,3,496.28,71.98,6,0,10,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,302625000.0,2.8526,0.3434
0,335.97,64.66,4,0,4,661.82,93.09,1,2,5,456.78,41.42,0,0,2,574.95,67.97,10,5,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,202775000.0,3.197,0.3634
0,335.53,73.73,10,1,2,322.59,59.53,0,0,3,687.8,82.87,3,4,3,600.77,91.15,5,0,8,779.69,47.7,6,1,2,439.67,85.52,13,1,1,564.61,82.05,0,3,3,668.4,38.34,0,0,2,352.08,48.6,9,1,2,336.76,49.41,4,3,5,618300000.0,1.8031,0.3843
0,436.29,70.42,4,5,2,478.4,70.65,0,7,10,584.55,72.9,4,2,3,720.51,70.8,6,11,2,774.94,27.74,5,1,10,691.35,29.76,1,0,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,364950000.0,1.637,0.3004
3,609.72,64.68,6,5,6,396.94,95.03,5,6,2,437.88,92.87,2,0,6,565.56,42.19,5,0,5,701.7,48.83,1,6,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,305175000.0,2.2484,0.3459
3,614.04,65.34,0,4,4,783.53,58.38,1,3,2,494.43,84.84,4,5,5,365.41,51.34,3,4,10,561.54,82.45,1,8,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,237750000.0,3.0454,0.3166
3,503.47,42.14,5,6,9,481.96,95.82,3,6,3,383.21,26.56,1,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,163450000.0,3.8588,0.3912
2,599.25,51.81,3,4,8,373.52,45.72,1,0,1,753.91,34.93,4,1,7,591.33,52.29,7,0,10,360.04,84.59,4,3,4,318.98,81.03,2,8,10,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,343250000.0,2.605,0.347
1,482.19,75.27,10,2,4,787.06,45.93,0,0,5,526.31,89.79,6,3,2,550.0,42.35,3,2,4,587.98,57.86,5,4,8,389.6,56.91,8,0,4,513.04,79.0,0,2,2,571.02,47.5,4,1,7,494.11,43.6,2,1,2,562.29,69.89,8,5,5,620650000.0,1.5491,0.3799
2,608.13,62.32,2,3,3,474.8,26.15,5,2,6,391.7,78.53,4,6,1,689.09,71.89,7,5,4,547.98,84.2,0,2,1,669.98,45.57,5,2,7,774.15,43.38,3,7,4,300.71,91.35,1,1,3,487.18,82.08,4,3,3,-1.0,-1.0,-1,-1,-1,495225000.0,1.3733,0.3139
0,725.85,36.39,0,0,2,420.55,30.56,5,4,6,345.67,76.46,0,0,2,433.14,80.49,2,3,7,786.8,42.12,1,6,5,334.69,38.93,0,1,3,656.78,36.73,1,0,2,325.78,60.43,9,2,4,754.38,71.02,3,2,3,704.39,60.09,12,1,1,470875000.0,1.3051,0.3315
2,350.14,53.11,10,5,2,485.78,62.44,0,6,8,521.66,56.44,3,3,2,498.9,63.5,3,1,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,247575000.0,4.2885,0.4185
1,507.09,60.21,12,0,8,425.68,97.62,6,3,10,532.32,25.34,0,0,2,554.7,55.56,2,3,3,764.45,44.04,1,9,7,674.16,26.97,1,11,6,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,388550000.0,1.903,0.3468
3,524.73,34.09,1,0,14,642.41,92.51,5,5,3,737.86,63.26,3,6,3,479.72,78.34,0,1,2,356.78,40.35,1,0,6,699.32,77.13,1,1,4,562.26,29.35,3,1,2,514.16,34.42,3,8,9,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,331650000.0,1.8085,0.3062
1,737.86,44.46,1,2,5,302.02,91.42,1,7,4,479.03,67.92,2,0,3,700.27,49.5,6,0,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,169075000.0,3.6839,0.3235
0,788.83,75.62,5,11,3,423.37,40.06,3,1,16,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,160950000.0,2.5535,0.2725
3,482.32,25.11,6,6,3,479.78,85.02,2,5,7,456.39,73.8,0,0,15,656.2,54.3,1,7,4,617.8,44.77,0,4,7,517.98,55.19,6,2,8,530.12,64.75,1,7,9,392.29,60.38,3,2,10,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,428525000.0,2.3971,0.3682
0,315.33,82.05,4,5,6,459.6,39.44,0,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,74025000.0,16.625,0.6066
1,667.3,71.26,8,10,2,761.13,48.71,1,0,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,139700000.0,2.6397,0.2946
1,460.29,53.77,5,7,3,559.2,63.39,1,0,7,719.02,80.21,5,5,3,704.17,29.37,3,7,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,252875000.0,2.7975,0.303
0,481.06,60.78,5,5,5,775.08,30.35,3,1,8,750.99,87.57,2,0,2,429.51,68.52,13,3,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,302325000.0,2.5105,0.3813
2,386.98,58.97,3,3,6,780.26,31.84,11,4,5,427.83,90.08,1,2,5,446.05,96.35,2,1,2,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,243400000.0,2.1546,0.302
2,759.85,37.53,5,4,2,337.74,91.93,7,5,6,558.58,81.46,4,0,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,221275000.0,2.9103,0.3267
2,786.74,96.6,4,0,5,366.79,35.33,0,3,3,658.41,82.52,3,2,3,462.57,86.48,0,0,3,516.94,74.13,0,2,7,761.6,31.55,4,0,3,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,178825000.0,3.0847,0.2834
1,550.85,57.74,7,9,2,636.71,31.99,2,4,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,155175000.0,3.7062,0.3427
2,593.01,70.82,8,6,5,350.46,40.24,0,0,3,780.0,27.64,0,5,1,467.94,38.89,6,4,4,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,225525000.0,2.7207,0.357
3,421.61,59.31,5,0,5,382.48,93.09,5,2,4,581.0,66.0,9,8,2,321.61,87.97,1,0,7,721.86,64.38,2,3,9,762.03,35.25,1,4,7,778.21,83.13,3,0,4,360.89,75.11,9,0,9,365.08,66.19,3,3,5,678.57,41.34,3,7,6,621525000.0,1.1771,0.3424
3,485.88,31.0,1,0,2,514.24,70.48,6,7,2,615.64,80.08,4,4,2,761.16,41.59,9,4,4,667.97,30.91,2,7,6,603.67,61.99,6,2,11,689.37,55.0,2,7,11,606.89,49.88,0,1,6,688.81,78.23,3,6,3,-1.0,-1.0,-1,-1,-1,567850000.0,1.0285,0.3029
1,374.95,83.25,1,0,4,676.98,59.22,2,3,2,377.48,43.73,1,1,3,658.04,65.68,1,0,1,531.07,89.7,4,4,2,304.28,30.58,3,9,4,391.23,75.07,6,0,2,770.65,95.73,2,3,3,444.89,62.88,3,7,2,-1.0,-1.0,-1,-1,-1,382775000.0,2.3192,0.3634
0,719.45,80.89,3,3,6,483.25,58.2,2,0,2,731.96,43.61,6,0,9,475.81,56.4,2,3,3,341.55,70.57,1,0,2,316.88,61.23,0,1,1,324.07,91.18,3,5,6,675.7,68.93,4,2,5,754.35,25.76,3,2,3,314.87,88.39,5,7,7,460325000.0,1.7061,0.3195
1,773.13,88.88,1,0,8,442.49,56.74,0,7,4,563.72,46.01,2,5,9,416.17,65.28,5,5,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,192425000.0,4.7143,0.3756
2,583.37,56.13,1,5,2,513.18,74.11,5,4,10,646.32,51.46,0,6,11,309.77,94.15,9,1,9,511.59,93.77,6,6,1,539.9,55.68,0,3,5,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,377275000.0,3.0272,0.3901
1,594.94,49.88,3,9,7,344.95,40.92,4,1,3,450.95,67.75,2,8,6,792.33,90.03,8,6,4,540.41,27.68,3,1,4,644.95,42.35,4,5,3,621.99,58.31,1,7,7,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,-1.0,-1.0,-1,-1,-1,461575000.0,1.4376,0.3059
