num_planes,cost,revisit_time,quality,f_phasing,plane_1_alt,plane_1_inc,plane_1_high_q,plane_1_med_q,plane_1_low_q,plane_2_alt,plane_2_inc,plane_2_high_q,plane_2_med_q,plane_2_low_q,plane_3_alt,plane_3_inc,plane_3_high_q,plane_3_med_q,plane_3_low_q,plane_4_alt,plane_4_inc,plane_4_high_q,plane_4_med_q,plane_4_low_q,plane_5_alt,plane_5_inc,plane_5_high_q,plane_5_med_q,plane_5_low_q,plane_6_alt,plane_6_inc,plane_6_high_q,plane_6_med_q,plane_6_low_q,plane_7_alt,plane_7_inc,plane_7_high_q,plane_7_med_q,plane_7_low_q,plane_8_alt,plane_8_inc,plane_8_high_q,plane_8_med_q,plane_8_low_q,plane_9_alt,plane_9_inc,plane_9_high_q,plane_9_med_q,plane_9_low_q,plane_10_alt,plane_10_inc,plane_10_high_q,plane_10_med_q,plane_10_low_q
2,6200002.0,12.46663761138916,0.39180564880371094,0,595.9773199022594,60.30075732849287,0,0,2,302.90328415968986,25.83436634313053,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42850002.0,5.397925853729248,0.24513420462608337,1,798.5109386115163,40.68784820612102,0,4,15,480.1664382612072,41.82210731502264,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,128675002.0,11.201393127441406,0.5633282661437988,2,300.4727645843126,41.79088181189371,0,1,1,300.00636941925364,94.88277918780618,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,299750002.0,1.6457905769348145,0.34910860657691956,0,725.7630559468242,25.616351854174216,19,1,0,302.192751101173,25.100529536777696,3,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,410000002.0,1.7372210025787354,0.38683703541755676,0,731.7961828526422,30.247550985473882,20,0,0,302.4058215683287,26.810261900965997,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,266050002.0,7.199606895446777,0.5485180020332336,0,300.08745598728063,41.38962749152431,14,2,0,305.17589095061356,29.51370295479873,11,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,217375002.0,4.037221431732178,0.45672643184661865,0,442.57882990029316,40.41510939816648,0,3,0,427.65615458178013,27.853995340786508,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,42850002.0,5.6157755851745605,0.2517736852169037,0,780.690704890473,40.464180354533475,0,4,15,427.05278524814133,41.12558042004204,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6200002.0,11.748446464538574,0.352647066116333,0,595.9773199022594,41.85741094721835,0,0,2,489.31167905782087,25.292771858150374,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,362425002.0,6.0040178298950195,0.5334064364433289,2,300.2467419920038,41.70580093457803,14,3,1,306.26589502848316,32.98391121710262,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,311625002.0,3.214106559753418,0.44516822695732117,0,545.0144657659997,29.114533719493803,16,0,0,357.77510826160295,25.610140364786712,14,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,51900002.0,10.77788257598877,0.43556296825408936,0,544.0864614984532,38.79561740476547,1,4,1,324.4144985132212,29.957270695911177,2,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
